HYBRIDIZATION R	TCGA-AA-3841-01	TCGA-AA-3866-01	TCGA-AA-3870-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01
AGPAT2|10555	4093	4911	6350	2837	5783	3811	3290	1658	4512	3163
AGPAT3|56894	1883	3156	2156	1461	1551	2260	1877	1066	3238	2582
AGPAT4|56895	48	107	296	97	31	122	53	225	24	31
AGPAT5|55326	266	1937	428	2010	1459	2908	1320	1420	1629	1707
AGPAT6|137964	1281	1147	1480	914	1081	1299	1481	495	1874	1735
AGPAT9|84803	46	113	174	163	794	100	131	73	67	67
AGPHD1|123688	13	65	49	70	45	78	75	26	19	31
AGPS|8540	232	1915	765	1220	1660	1810	1449	1052	2232	1415
AGR2|10551	2045	12077	13356	18493	29031	5158	8124	20061	10889	12090
AGR3|155465	18	587	528	1022	1793	213	630	1148	2162	1702
AGRN|375790	3853	2607	5046	2213	3350	1836	1639	1412	4836	2946
AGRP|181	0	2	8	0	0	0	0	0	3	0
AGTPBP1|23287	83	467	475	197	246	429	406	137	460	828
AGTR1|185	4	16	24	3	1	0	1	8	0	0
AGTR2|186	0	2	0	0	0	0	0	0	0	0
AGTRAP|57085	625	1071	682	568	940	619	1107	392	2488	1448
AGT|183	662	507	357	421	193	853	781	182	274	415
AGXT2L1|64850	0	0	0	0	1	1	0	0	0	0
AGXT2L2|85007	433	719	489	429	634	620	695	243	479	618
AGXT2|64902	0	1	0	0	0	0	0	0	1	0
AGXT|189	16	67	3	8	6	19	30	3	9	26
AHCTF1|25909	162	1140	1103	968	877	592	798	772	1184	1447
AHCYL1|10768	1591	2490	2213	1744	2807	2183	2723	1579	3390	2932
AHCYL2|23382	977	789	2031	1807	2472	1533	1167	1572	2185	1708
AHCY|191	17252	9253	9213	13975	6369	13499	12713	3994	14795	9681
AHDC1|27245	256	344	435	130	369	295	298	188	419	247
AHI1|54806	45	253	192	220	190	464	289	188	458	430
AHNAK2|113146	308	378	4255	210	1271	210	83	137	142	179
AHNAK|79026	2061	6226	11831	2602	5109	4098	4372	3005	2796	5156
AHRR|57491	16	7	107	12	21	49	4	51	47	26
AHR|196	392	1725	2937	2435	5542	1413	1746	1272	1970	2499
AHSA1|10598	1349	2850	2243	1765	2867	2335	2229	1626	1803	2493
AHSA2|130872	122	172	66	93	291	571	439	156	209	303
AHSG|197	95	0	78	98	49	19	91	285	70	63
AHSP|51327	0	1	0	0	0	0	0	0	1	1
AICDA|57379	5	8	16	13	17	10	8	8	6	14
AIDA|64853	361	2487	1971	1834	1758	2508	1520	1329	1944	3031
AIF1L|83543	61	37	34	100	103	169	76	150	80	129
AIF1|199	43	465	288	307	125	239	213	149	59	331
AIFM1|9131	984	1195	1274	1952	1474	1456	932	1005	1453	1422
AIFM2|84883	545	641	545	392	821	397	678	396	1285	370
AIFM3|150209	517	894	100	228	138	448	890	652	966	901
AIG1|51390	159	684	780	881	637	655	746	277	1080	624
AIM1L|55057	438	62	278	328	607	154	139	81	328	57
AIM1|202	332	2967	706	822	655	2578	1580	1418	1805	4218
AIM2|9447	7	25	112	63	4	19	16	26	23	21
AIMP1|9255	174	1487	667	1804	1661	1413	1000	770	1404	1672
AIMP2|7965	576	1432	625	679	805	784	907	499	906	901
AIPL1|23746	6	15	12	14	23	31	18	6	19	17
AIP|9049	1348	1023	1833	839	1567	742	810	332	918	725
AIRE|326	1	0	7	1	3	3	2	1	2	49
AJAP1|55966	7	5	6	2	4	4	11	17	1	5
AK1|203	288	1293	672	678	1260	382	572	646	835	703
AK2|204	837	3271	3235	4289	4483	2743	4058	3054	7764	3683
AK3L1|205	105	665	115	258	221	580	674	583	1619	602
AK3|50808	295	2125	1094	1631	1183	3788	2666	1098	2032	5466
AK5|26289	1	14	22	10	1	13	3	5	9	4
AK7|122481	23	90	65	21	112	31	57	34	27	136
AKAP10|11216	120	316	280	293	394	382	231	215	218	259
AKAP11|11215	211	1490	901	1259	1695	1365	1007	638	1021	1785
AKAP12|9590	47	429	3951	132	264	307	171	125	48	136
AKAP13|11214	804	1818	1857	819	1908	1605	1329	631	521	875
AKAP14|158798	0	2	0	0	0	1	1	0	0	0
AKAP1|8165	3134	4482	3493	2486	3173	1795	4464	1291	4001	4157
AKAP2|11217	121	879	521	253	139	645	326	209	271	232
AKAP3|10566	9	5	13	4	12	23	3	37	7	18
AKAP4|8852	3	0	4	0	13	3	0	0	2	4
AKAP5|9495	13	168	123	109	79	153	288	122	46	215
AKAP6|9472	4	67	66	8	66	26	38	14	17	19
AKAP7|9465	12	164	39	650	29	214	237	204	97	516
AKAP8L|26993	566	552	908	411	472	744	601	337	800	942
AKAP8|10270	472	687	541	474	499	750	777	402	865	1069
AKAP9|10142	124	699	522	576	789	1237	551	291	379	712
AKD1|221264	21	96	40	82	64	166	205	31	175	191
AKIRIN1|79647	204	1054	878	1219	1107	881	1299	831	2354	1260
AKIRIN2|55122	320	1628	766	820	847	1087	1344	787	1320	1197
AKNAD1|254268	4	4	28	10	11	5	8	3	10	1
AKNA|80709	763	1027	836	367	324	1029	868	392	394	1263
AKR1A1|10327	2507	1592	4197	2725	3757	1624	3308	1724	5117	2342
AKR1B10|57016	117	79	159	1013	527	221	239	59	923	291
AKR1B15|441282	6	16	15	76	63	30	16	7	49	9
AKR1B1|231	558	734	641	251	155	551	344	295	192	406
AKR1C1|1645	29	107	50	74	1334	93	130	63	72	28
AKR1C2|1646	64	250	86	138	1203	158	287	93	101	73
AKR1C3|8644	304	2436	1139	1487	9407	1606	2698	374	1120	120
AKR1C4|1109	7	5	8	6	221	16	9	8	12	3
AKR1CL1|340811	0	0	0	0	1	5	2	0	0	3
AKR1D1|6718	1	5	5	5	5	14	5	5	6	8
AKR1E2|83592	24	67	117	13	3	70	52	14	70	8
AKR7A2|8574	697	1359	857	1075	1754	896	1152	768	1335	1200
AKR7A3|22977	600	601	889	1266	1710	378	982	745	662	650
AKR7L|246181	164	104	178	169	377	163	212	122	219	180
AKT1S1|84335	627	1194	1105	1269	376	1112	1041	707	1007	1391
AKT1|207	2566	4579	5126	1882	3717	2494	2262	2174	2171	3140
AKT2|208	2891	1683	2725	1985	1323	1999	1516	769	2604	1171
AKT3|10000	88	246	566	113	56	248	58	89	51	123
AKTIP|64400	179	461	562	529	898	583	518	238	518	667
ALAD|210	824	1220	1198	627	930	1008	829	355	684	1005
ALAS1|211	903	1972	1955	1310	2923	1096	878	842	1017	1019
ALAS2|212	1	0	3	6	1	2	13	10	5	0
ALB|213	90	3	7	176	54	26	202	449	117	127
ALCAM|214	237	2146	997	1173	1822	613	1359	1234	235	2616
ALDH16A1|126133	680	695	852	863	549	887	624	185	595	716
ALDH18A1|5832	1461	3953	3011	2860	3336	4526	4123	1637	4520	2317
ALDH1A1|216	85	354	287	776	5465	395	436	229	186	575
ALDH1A2|8854	16	40	3	24	19	59	43	87	15	12
ALDH1A3|220	190	406	640	185	435	529	245	66	36	182
ALDH1B1|219	1382	6702	1379	1800	997	3207	1624	2706	1903	3730
ALDH1L1|10840	91	431	68	381	98	99	268	338	43	29
ALDH1L2|160428	70	196	321	235	78	270	68	57	147	78
ALDH2|217	6559	6276	6220	11636	7586	7725	4693	4750	3708	5730
ALDH3A1|218	741	53	232	383	636	61	50	61	68	188
ALDH3A2|224	499	978	1417	2157	3015	1596	975	1357	1344	873
ALDH3B1|221	1488	412	2511	425	1645	397	504	199	849	484
ALDH3B2|222	63	63	308	585	15	5	14	38	22	19
ALDH4A1|8659	976	514	415	1133	1948	950	919	310	700	408
ALDH5A1|7915	203	494	200	339	118	1628	950	263	610	1375
ALDH6A1|4329	95	226	180	167	317	242	228	224	45	216
ALDH7A1|501	474	1121	583	1467	957	989	1575	1053	1296	1185
ALDH8A1|64577	0	5	9	4	1	8	20	9	10	3
ALDH9A1|223	675	2076	1388	2388	1966	2340	1207	790	1697	1648
ALDOA|226	24821	61251	71528	29005	37720	20500	20254	20361	58304	40920
ALDOB|229	153	183	464	645	424	725	573	114	258	441
ALDOC|230	1430	1330	1563	439	1008	434	986	570	1186	727
ALG10B|144245	43	339	36	380	152	506	418	145	191	323
ALG10|84920	15	216	29	151	89	110	122	82	119	128
ALG11|440138	12	37	10	14	33	20	25	4	28	16
ALG12|79087	518	870	352	318	615	494	432	361	717	482
ALG13|79868	203	388	275	742	644	672	585	264	409	879
ALG14|199857	73	248	233	523	391	289	479	356	574	345
ALG1L2|644974	13	10	6	4	12	12	5	3	12	12
ALG1L|200810	23	55	67	85	129	39	113	31	70	32
ALG1|56052	771	2374	1271	1267	1073	1273	1341	764	1395	1489
ALG2|85365	414	1114	1179	744	733	990	819	720	1123	1579
ALG3|10195	1711	2822	2024	1019	866	1387	1564	801	3335	1555
ALG5|29880	240	1481	871	2791	1739	721	1362	1128	2022	1142
ALG6|29929	18	401	185	381	556	398	468	280	725	554
ALG8|79053	138	1348	713	773	573	1447	842	452	1157	1056
ALG9|79796	194	704	722	437	338	611	492	288	544	773
ALKBH1|8846	88	177	197	179	254	235	258	204	387	232
ALKBH2|121642	167	319	348	471	325	318	343	130	536	198
ALKBH3|221120	116	542	250	38	143	495	675	181	462	490
ALKBH4|54784	147	259	231	136	217	335	129	136	230	313
ALKBH5|54890	768	1715	1595	1330	1864	1602	1068	1080	1441	1419
ALKBH6|84964	307	123	201	186	122	202	171	44	219	193
ALKBH7|84266	668	1194	1298	2389	1455	1125	1697	565	2420	1819
ALKBH8|91801	24	237	94	93	69	188	166	74	185	213
ALK|238	2	7	30	1	0	0	2	0	0	0
ALLC|55821	0	1	0	1	0	0	0	0	1	1
ALMS1P|200420	0	2	0	0	0	3	0	2	1	2
ALMS1|7840	66	487	276	100	159	433	218	106	291	488
ALOX12B|242	9	0	11	3	13	8	5	1	1	1
ALOX12P2|245	1	0	2	20	0	0	3	1	0	2
ALOX12|239	15	13	0	13	13	9	11	1	7	9
ALOX15B|247	9	117	35	12	15	16	14	11	3	36
ALOX15|246	53	18	36	28	70	49	37	9	24	131
ALOX5AP|241	166	523	609	317	156	194	154	50	75	323
ALOX5|240	782	795	1804	242	222	209	231	188	27	651
ALOXE3|59344	1	1	88	4	15	8	0	4	1	0
ALPI|248	58	4	40	3	17	70	45	0	35	17
ALPK1|80216	80	458	290	251	425	367	263	162	168	581
ALPK2|115701	5	64	44	20	7	37	8	22	15	31
ALPK3|57538	133	856	169	15	29	369	58	745	33	30
ALPL|249	53	190	177	62	51	106	58	325	21	75
ALPPL2|251	16	5	63	23	9	8	12	4	15	6
ALPP|250	19	1	132	16	9	3	1	6	8	3
ALS2CL|259173	528	208	635	222	859	535	533	157	335	355
ALS2CR11|151254	1	5	15	3	0	1	3	5	1	3
ALS2CR12|130540	0	4	1	1	2	4	3	0	1	0
ALS2CR4|65062	45	315	214	304	119	514	328	282	550	470
ALS2CR8|79800	23	135	94	85	161	257	192	34	73	226
ALS2|57679	109	360	348	209	447	355	331	131	531	436
ALX1|8092	0	1	0	1	2	0	1	5	0	0
ALX3|257	3	17	17	9	23	17	14	9	13	17
ALX4|60529	0	0	0	0	0	1	0	0	0	0
AMAC1L2|83650	0	0	0	0	0	2	0	0	0	0
AMAC1L3|643664	1	1	0	0	2	2	0	0	0	0
AMAC1|146861	0	0	0	0	0	0	0	0	0	0
AMACR|23600	263	1474	407	2017	761	1611	2677	613	1567	4226
AMBN|258	0	0	0	2	2	0	0	0	0	0
AMBP|259	46	25	1	51	26	18	56	104	46	28
AMBRA1|55626	592	1106	855	381	474	818	859	249	627	718
AMD1|262	257	3207	1041	3391	2202	2997	2269	3168	4157	4114
AMDHD1|144193	6	10	17	1	47	8	13	5	5	14
AMDHD2|51005	398	305	313	219	646	383	232	85	367	341
AMELX|265	77	5	0	8	19	7	0	11	3	14
AMELY|266	0	1	33	1	2	0	4	4	6	1
AMFR|267	2650	3083	3976	2136	4181	2008	2265	871	2647	2158
AMHR2|269	1	1	24	0	3	4	3	2	0	0
AMH|268	27	6	186	18	133	41	7	37	2	21
AMICA1|120425	88	365	174	113	123	279	220	60	37	278
AMIGO1|57463	80	37	51	5	29	44	43	14	65	25
AMIGO2|347902	144	492	1878	1087	1445	422	86	124	280	332
AMIGO3|386724	48	111	51	21	87	76	79	21	29	40
AMMECR1L|83607	322	642	408	594	512	795	621	307	777	727
AMMECR1|9949	222	675	420	723	607	640	386	90	481	711
AMN1|196394	7	116	63	146	121	92	108	97	110	127
AMN|81693	712	722	570	293	722	560	1415	257	665	1268
AMOTL1|154810	104	419	363	161	96	340	165	102	40	127
AMOTL2|51421	576	1080	884	490	408	1159	967	214	1050	408
AMOT|154796	528	1008	751	495	1119	994	434	259	114	254
AMPD1|270	2	2	3	9	10	14	23	0	0	2
AMPD2|271	1462	927	1411	556	1110	1046	826	311	1082	1062
AMPD3|272	135	358	409	182	112	228	242	163	163	320
AMPH|273	11	21	33	7	10	37	18	13	13	12
AMTN|401138	0	0	1	2	0	0	0	0	1	0
AMT|275	779	160	75	84	57	458	368	34	301	784
AMY1A|276	0	8	11	1	11	20	20	3	1	15
AMY2A|279	3	1	0	3	2	8	8	3	1	10
AMY2B|280	14	45	33	37	87	111	177	38	87	133
AMZ1|155185	5	7	7	1	3	5	3	1	2	8
AMZ2P1|201283	28	101	49	126	136	166	131	43	108	177
AMZ2|51321	237	1302	643	1382	836	1924	2023	549	1561	1436
ANAPC10|10393	17	176	153	312	187	154	156	119	223	288
ANAPC11|51529	3721	1959	3552	2674	1916	1879	2248	914	2812	1574
ANAPC13|25847	186	1825	680	654	1116	817	1030	655	1841	1148
ANAPC16|119504	469	1562	1108	2789	3341	1577	1692	952	2538	1373
ANAPC1|64682	429	1232	903	534	673	1486	901	740	965	1484
ANAPC2|29882	803	703	630	275	390	655	610	316	438	889
ANAPC4|29945	67	434	183	414	435	545	535	271	611	687
ANAPC5|51433	1519	2177	2269	4831	3886	3070	3789	2066	6662	2921
ANAPC7|51434	620	1343	999	1588	1094	1644	1372	725	1900	1413
ANGEL1|23357	333	537	486	412	514	817	654	228	346	714
ANGEL2|90806	120	606	313	607	549	853	498	243	586	670
ANGPT1|284	3	59	37	91	29	103	89	73	44	72
ANGPT2|285	24	166	178	60	62	238	99	84	102	261
ANGPT4|51378	0	0	2	0	0	0	0	0	0	0
ANGPTL1|9068	0	39	42	7	19	10	6	0	12	9
ANGPTL2|23452	489	1398	2473	336	217	1158	339	293	186	397
ANGPTL3|27329	3	1	279	70	16	10	61	103	24	8
ANGPTL4|51129	144	257	495	60	143	75	55	126	159	130
ANGPTL5|253935	0	1	2	0	2	1	0	0	0	2
ANGPTL6|83854	38	44	52	14	32	44	72	17	107	28
ANGPTL7|10218	0	1	6	1	1	1	0	0	0	1
ANG|283	188	403	611	386	1192	270	381	545	227	283
ANK1|286	14	36	135	29	12	35	21	27	10	26
ANK2|287	22	81	198	57	22	92	48	18	15	47
ANK3|288	84	270	168	302	518	306	300	164	294	257
ANKAR|150709	11	36	22	27	30	33	39	17	37	41
ANKDD1A|348094	27	53	52	32	41	89	48	24	23	63
ANKFN1|162282	2	3	0	17	2	0	1	1	0	0
ANKFY1|51479	622	1027	1757	715	1082	1827	830	761	711	848
ANKHD1-EIF4EBP3|404734	394	1412	919	516	975	785	981	387	1096	1067
ANKHD1|54882	557	2084	1325	770	1168	1253	1194	540	1488	1376
ANKH|56172	984	5974	2062	1924	2168	2432	1117	1537	1885	2207
ANKIB1|54467	278	1190	1012	799	876	1570	613	575	1198	1387
ANKK1|255239	13	3	17	1	0	0	11	2	4	1
ANKLE1|126549	28	14	18	21	10	25	13	8	12	19
ANKLE2|23141	726	1014	1252	1138	1814	1937	1159	532	1792	1165
ANKMY1|51281	218	304	303	136	237	291	216	76	199	269
ANKMY2|57037	130	601	493	217	729	430	432	264	546	554
ANKRA2|57763	104	483	197	359	345	304	417	180	394	432
ANKRD10|55608	967	1913	1301	2026	2754	2197	1638	949	1814	2114
ANKRD11|29123	1518	2102	2047	912	1712	2100	1425	1061	1847	1657
ANKRD12|23253	56	356	232	195	273	572	448	181	361	860
ANKRD13A|88455	218	938	748	637	798	1238	975	356	954	1195
ANKRD13B|124930	353	242	260	131	179	464	557	181	535	677
ANKRD13C|81573	76	413	248	517	488	509	744	418	1014	438
ANKRD13D|338692	478	505	608	252	336	533	451	220	525	623
ANKRD16|54522	245	117	166	226	125	234	217	96	150	224
ANKRD17|26057	680	1602	1659	1521	1548	1743	1920	1012	1229	2343
ANKRD19|138649	14	19	77	20	31	15	13	5	46	23
ANKRD1|27063	1	0	0	8	0	3	8	4	2	3
ANKRD20A3|441425	0	5	27	4	12	16	25	11	13	5
ANKRD20A4|728747	1	0	7	0	3	5	4	3	3	0
ANKRD20B|729171	0	0	6	0	3	16	15	6	5	5
ANKRD22|118932	197	1483	1247	2881	2762	508	1854	1622	2028	952
ANKRD23|200539	30	17	12	12	36	64	40	34	26	33
ANKRD24|170961	35	9	11	4	13	12	20	2	4	9
ANKRD26P1|124149	1	1	8	0	2	0	2	2	0	0
ANKRD26|22852	20	114	47	70	60	296	132	86	111	235
ANKRD27|84079	745	1060	1307	818	590	1453	1229	507	1860	1291
ANKRD28|23243	387	1183	452	557	587	1051	940	661	646	1126
ANKRD29|147463	15	27	30	58	11	44	12	31	36	103
ANKRD2|26287	0	1	1	2	2	0	0	0	2	0
ANKRD30A|91074	0	0	4	2	0	0	0	0	1	1
ANKRD30B|374860	0	4	1	2	0	5	22	44	4	8
ANKRD31|256006	0	0	1	0	3	1	0	0	0	2
ANKRD32|84250	30	207	92	117	91	184	176	163	204	207
ANKRD33|341405	3	1	1	2	0	0	3	0	0	1
ANKRD34A|284615	4	7	50	4	11	15	8	12	7	13
ANKRD34B|340120	1	2	0	0	0	0	1	0	0	0
ANKRD34C|390616	0	1	0	3	0	0	0	0	0	0
ANKRD35|148741	5	14	42	13	5	43	15	2	2	24
ANKRD36BP1|84832	9	113	97	50	33	117	67	51	81	38
ANKRD36B|57730	24	55	22	45	97	179	111	83	87	164
ANKRD36|375248	11	77	42	54	113	140	121	58	97	155
ANKRD37|353322	77	165	199	360	74	54	67	98	254	89
ANKRD39|51239	225	199	241	202	274	153	177	100	218	167
ANKRD40|91369	285	1223	1081	567	563	1535	1068	523	1227	1168
ANKRD42|338699	65	184	126	140	87	350	265	97	263	299
ANKRD43|134548	281	1282	207	188	828	719	515	65	275	510
ANKRD44|91526	38	90	55	33	19	54	63	30	16	45
ANKRD45|339416	1	6	11	2	10	4	2	36	8	14
ANKRD46|157567	64	358	305	767	709	551	855	263	1628	921
ANKRD49|54851	84	353	153	383	203	437	554	245	602	524
ANKRD50|57182	107	455	371	568	333	475	311	184	140	555
ANKRD52|283373	1136	739	1696	758	794	1211	782	605	727	1149
ANKRD53|79998	2	3	10	5	2	8	1	2	1	3
ANKRD54|129138	407	397	330	375	408	337	458	212	682	392
ANKRD55|79722	0	1	5	0	4	5	2	1	2	1
ANKRD56|345079	75	351	113	219	159	260	236	92	69	190
ANKRD57|65124	276	630	1010	974	1347	1131	881	226	1751	1763
ANKRD58|347454	93	60	56	22	11	36	21	39	57	52
ANKRD5|63926	50	857	175	365	409	499	218	145	510	494
ANKRD6|22881	13	71	96	70	47	99	133	25	52	62
ANKRD7|56311	0	0	0	1	0	2	0	0	0	0
ANKRD9|122416	500	257	577	321	561	338	241	175	386	621
ANKS1A|23294	434	1075	638	412	535	1879	872	444	1061	1224
ANKS1B|56899	12	10	22	23	29	21	32	14	27	17
ANKS3|124401	198	252	247	172	215	306	293	137	265	241
ANKS4B|257629	293	1049	837	988	1217	976	813	415	700	512
ANKS6|203286	485	717	1770	307	445	1104	777	319	1354	1651
ANKZF1|55139	293	458	635	369	720	1036	760	440	834	847
ANLN|54443	285	1474	1468	764	1654	1696	1245	908	1957	1714
ANO10|55129	342	1008	1225	564	834	728	704	363	473	702
ANO1|55107	323	568	4607	265	682	324	172	481	58	983
ANO2|57101	5	1	3	6	5	9	17	4	2	3
ANO3|63982	0	1	2	1	3	0	0	0	0	0
ANO4|121601	0	4	3	7	7	2	1	5	2	4
ANO5|203859	4	11	13	8	14	17	57	2	6	16
ANO6|196527	595	1403	2022	1757	2460	1725	991	537	1340	1492
ANO7|50636	73	37	31	32	19	102	119	82	42	73
ANO8|57719	135	152	227	58	191	176	200	70	75	241
ANO9|338440	2053	1024	666	924	1673	3292	5038	521	1971	2777
ANP32A|8125	436	2911	1257	1601	2865	2476	2156	1803	1787	2022
ANP32B|10541	1055	4455	6492	2389	4507	4427	2406	3027	4264	6758
ANP32C|23520	0	2	0	0	1	2	0	1	1	0
ANP32D|23519	0	0	0	0	3	0	0	0	0	0
ANP32E|81611	93	1339	369	814	1657	1079	775	1373	1443	1479
ANPEP|290	369	705	9685	445	1505	577	322	263	410	199
ANTXR1|84168	511	3499	4247	1429	717	3565	610	1062	378	955
ANTXR2|118429	304	1098	1793	1300	1890	1105	757	540	414	889
ANTXRL|195977	0	0	0	0	0	0	0	0	0	0
ANUBL1|93550	17	95	47	73	84	97	157	34	135	57
ANXA10|11199	3	0	26	3	577	3	0	0	0	3
ANXA11|311	4183	7019	7753	8642	7519	7457	4981	2677	6305	2985
ANXA13|312	103	83	893	1028	1929	160	408	85	1553	460
ANXA1|301	368	2240	6411	1573	5364	821	1056	1298	3089	1941
ANXA2P1|303	22	59	91	103	227	43	53	34	37	40
ANXA2P2|304	563	1314	2258	2052	4565	773	1349	1026	820	804
ANXA2P3|305	3	1	15	7	13	3	0	2	4	1
ANXA2|302	10099	19056	33081	31156	67613	11026	19184	14755	13028	12275
ANXA3|306	295	3043	3810	4870	8394	1517	1219	3315	1346	3874
ANXA4|307	2262	6428	4298	6721	11222	8760	5211	3731	10486	7372
ANXA5|308	1024	5786	4520	4439	3624	4673	3162	2700	3484	6523
ANXA6|309	1151	3070	3647	968	2766	1906	2048	533	1764	1260
ANXA7|310	1089	3247	2310	2950	3557	2292	3206	2228	4433	2288
ANXA8L1|728113	1	1	5	0	0	0	0	0	0	0
ANXA8L2|244	8	1	111	5	4	2	3	3	3	1
ANXA8|653145	9	4	204	5	6	0	0	0	2	1
ANXA9|8416	174	57	144	142	122	126	272	32	163	44
AOAH|313	224	618	113	217	95	695	693	256	483	456
AOC2|314	2	4	1	0	9	16	15	7	3	4
AOC3|8639	140	633	819	144	208	392	168	32	61	157
AOX1|316	29	103	52	22	30	86	21	12	10	36
AOX2P|344454	1	0	0	0	0	0	0	0	0	0
AP1AR|55435	71	864	575	964	1303	1037	628	532	872	1341
AP1B1|162	2681	3520	3660	1944	2191	2107	1883	1285	3320	2112
AP1G1|164	530	2652	1378	1644	2541	2388	1747	1194	2222	2371
AP1G2|8906	1677	1681	2824	1017	2339	1199	1436	468	1166	1916
AP1M1|8907	1336	945	1262	456	376	936	545	288	651	960
AP1M2|10053	1789	2487	3673	2655	2178	2350	2767	1672	3682	4010
AP1S1|1174	2222	1866	3110	3401	1277	2494	1136	1329	1936	2594
AP1S2|8905	55	441	363	309	250	389	291	202	237	421
AP1S3|130340	75	242	1251	364	884	273	320	325	609	396
AP2A1|160	2463	2539	4481	1649	1585	1791	1959	1011	2452	1848
AP2A2|161	1673	1561	1897	844	1147	1203	1827	626	1562	1369
AP2B1|163	2415	6296	10995	3875	1589	3936	7518	4776	4616	7167
AP2M1|1173	4491	8010	8483	2532	2938	3359	3597	2652	4450	3987
AP2S1|1175	1618	1397	2088	2422	1548	1222	1111	938	2042	882
AP3B1|8546	250	2162	1158	1098	1094	1023	1385	938	1526	1407
AP3B2|8120	18	2	8	2	0	9	27	5	2	0
AP3D1|8943	2777	3744	4181	1741	1939	3033	2425	1668	3239	3669
AP3M1|26985	290	1495	873	1368	933	1845	1375	848	1806	1216
AP3M2|10947	118	298	405	368	430	531	468	127	624	685
AP3S1|1176	118	712	945	1494	923	1251	1089	937	2229	1582
AP3S2|10239	611	1614	1246	1055	1424	1106	1192	862	490	827
AP4B1|10717	297	475	492	413	565	454	483	284	610	406
AP4E1|23431	45	243	118	187	246	354	282	194	175	216
AP4M1|9179	203	539	343	316	674	627	179	213	441	296
AP4S1|11154	6	57	52	44	99	46	68	60	55	32
APAF1|317	205	766	533	1192	831	729	842	425	658	905
APBA1|320	33	179	117	35	80	164	96	28	22	118
APBA2|321	71	101	116	54	31	122	38	40	29	45
APBA3|9546	324	318	367	256	241	296	330	199	460	429
APBB1IP|54518	59	308	152	78	47	106	96	87	24	209
APBB1|322	331	155	236	34	57	221	254	70	22	77
APBB2|323	181	728	540	557	901	413	412	321	351	645
APBB3|10307	101	83	144	97	177	157	292	66	166	169
APC2|10297	60	21	55	21	31	47	9	9	40	48
APCDD1L|164284	4	13	15	2	1	4	2	9	2	0
APCDD1|147495	1167	2216	252	988	533	2748	3978	544	1626	1480
APCS|325	0	0	0	0	0	0	0	0	0	0
APC|324	44	329	313	284	346	471	457	224	440	272
APEH|327	3954	4228	4504	2421	2951	1928	2585	1847	2725	2810
APEX1|328	962	4433	2343	3000	4655	3005	3544	2162	6453	3498
APEX2|27301	1168	877	1246	1239	852	1191	672	435	710	798
APH1A|51107	2574	7041	6700	4597	3652	5046	4280	2297	6096	6332
APH1B|83464	57	307	178	131	228	184	270	115	19	190
API5|8539	436	3678	1289	2865	1898	4550	4164	2268	4341	4508
APIP|51074	88	1803	205	1148	578	533	625	804	928	691
APITD1|378708	72	301	87	219	418	273	331	295	420	440
APLF|200558	14	153	41	57	19	64	25	10	14	128
APLNR|187	213	609	476	137	122	702	417	150	182	435
APLN|8862	161	140	299	143	123	350	248	78	164	107
APLP1|333	17	17	26	8	8	19	13	13	12	22
APLP2|334	4572	9863	16891	7599	10040	7261	9531	3013	12020	9600
APOA1BP|128240	1411	2003	2364	2398	2218	1980	1899	972	4637	2781
APOA1|335	35	3	13	56	13	9	54	155	18	16
APOA2|336	26	1	0	51	9	9	42	114	32	29
APOA4|337	0	0	0	0	0	0	0	2	0	0
APOA5|116519	0	0	1	1	0	1	1	0	0	0
APOB48R|55911	905	1655	409	507	114	769	647	384	226	917
APOBEC1|339	25	137	29	451	168	79	50	53	14	55
APOBEC2|10930	0	6	0	0	2	6	2	2	2	3
APOBEC3A|200315	36	339	76	223	59	146	224	91	92	504
APOBEC3B|9582	141	505	248	123	253	334	440	38	269	105
APOBEC3C|27350	293	221	418	313	120	174	314	48	24	140
APOBEC3D|140564	60	131	106	63	79	155	164	42	56	122
APOBEC3F|200316	89	220	97	129	97	165	256	51	27	92
APOBEC3G|60489	89	299	111	119	62	137	169	90	48	223
APOBEC3H|164668	5	14	8	5	10	11	9	10	1	19
APOBEC4|403314	1	6	1	1	3	4	6	2	7	10
APOB|338	75	1	7	139	51	34	175	377	112	117
APOC1P1|342	3	16	30	11	3	4	9	2	2	0
APOC1|341	46	1257	1011	578	136	261	423	220	75	303
APOC2|344	23	385	321	176	52	127	72	31	14	60
APOC3|345	1	0	0	0	1	0	6	13	2	1
APOC4|346	0	0	0	0	0	0	0	2	0	0
APOD|347	55	144	904	399	567	90	120	2	14	25
APOE|348	886	8331	6632	1956	300	1497	1761	1216	439	1649
APOF|319	0	0	0	0	0	1	0	2	0	0
APOH|350	4	1	0	19	10	29	25	58	16	25
APOL1|8542	669	1715	3363	1185	861	1071	1053	887	13884	9595
APOL2|23780	272	777	875	316	380	462	510	220	3184	2194
APOL3|80833	161	744	527	143	93	267	178	98	47	189
APOL4|80832	50	382	224	171	88	217	148	187	79	302
APOL5|80831	2	0	0	0	0	0	0	0	0	0
APOL6|80830	452	2868	1237	1001	1340	1776	1671	1385	2371	2171
APOLD1|81575	45	892	144	1969	210	382	916	123	194	363
APOM|55937	73	44	46	55	69	72	140	40	77	14
APOOL|139322	50	209	120	179	150	188	124	91	200	130
